date,product_id,product_name,category,brand,market,unit_price_eur,unit_cost_eur,units_sold,web_sessions,ad_spend_eur
2024-04-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,74,8.17
2024-04-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,19,1.71
2024-04-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.51
2024-04-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,81,9.39
2024-04-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,30,2.88
2024-04-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,12,0.77
2024-04-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,101,9.42
2024-04-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,24,2.75
2024-04-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,12,0.64
2024-04-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,99,6.95
2024-04-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,33,2.98
2024-04-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.62
2024-04-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,67,4.18
2024-04-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,22,2.2
2024-04-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,15,1.12
2024-04-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,86,10.02
2024-04-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,25,1.59
2024-04-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,10,0.87
2024-04-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,89,7.28
2024-04-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,29,1.52
2024-04-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,17,1.69
2024-04-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,63,6.35
2024-04-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,26,2.41
2024-04-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,17,1.82
2024-04-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,98,10.31
2024-04-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,3,37,2.07
2024-04-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.54
2024-04-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,70,4.09
2024-04-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,39,2.28
2024-04-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.49
2024-04-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,5,61,5.51
2024-04-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,24,1.26
2024-04-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,11,1.19
2024-04-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,49,4.42
2024-04-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,20,1.07
2024-04-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,0.8
2024-04-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,99,10.84
2024-04-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,34,3.13
2024-04-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,24,2.14
2024-04-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,97,7.35
2024-04-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,31,3.51
2024-04-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,13,1.32
2024-04-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,53,3.57
2024-04-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,30,1.68
2024-04-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.25
2024-04-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,102,11.59
2024-04-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,18,2.01
2024-04-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,14,1.68
2024-04-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,89,9.09
2024-04-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,39,4.04
2024-04-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.77
2024-04-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,67,6.37
2024-04-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,38,4.25
2024-04-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,22,2.04
2024-04-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,74,7.56
2024-04-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,14,0.76
2024-04-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,17,1.68
2024-04-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,83,7.33
2024-04-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,34,2.23
2024-04-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,18,1.09
2024-04-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,84,8.48
2024-04-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,28,1.79
2024-04-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,21,1.76
2024-04-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,80,4.35
2024-04-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,35,3.9
2024-04-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,7,0.71
2024-05-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,47,5.6
2024-05-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,27,1.81
2024-05-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,14,1.08
2024-05-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,74,4.67
2024-05-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,23,1.54
2024-05-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.49
2024-05-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,87,6.72
2024-05-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,23,2.67
2024-05-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,15,1.61
2024-05-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,67,6.94
2024-05-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,30,3.53
2024-05-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,8,0.95
2024-05-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,5,84,7.36
2024-05-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,32,2.65
2024-05-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,13,1.31
2024-05-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,100,8.65
2024-05-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,30,1.96
2024-05-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.47
2024-05-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,77,4.72
2024-05-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,37,4.42
2024-05-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,19,2.11
2024-05-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,79,5.57
2024-05-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,27,2.75
2024-05-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,21,1.33
2024-05-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,74,5.27
2024-05-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,19,1.91
2024-05-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,19,0.99
2024-05-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,60,3.96
2024-05-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,17,1.45
2024-05-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,10,1.04
2024-05-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,46,3.58
2024-05-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,20,1.03
2024-05-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,11,0.85
2024-05-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,79,4.56
2024-05-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,35,2.68
2024-05-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.6
2024-05-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,99,8.86
2024-05-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,25,2.05
2024-05-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.56
2024-05-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,85,4.34
2024-05-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,4,33,2.89
2024-05-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,12,0.83
2024-05-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,95,4.76
2024-05-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,32,1.96
2024-05-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,19,2.23
2024-05-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,64,4.72
2024-05-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,24,2.23
2024-05-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,18,1.56
2024-05-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,92,5.21
2024-05-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,26,3.06
2024-05-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,12,0.62
2024-05-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,58,6.11
2024-05-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,29,2.21
2024-05-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,2,15,1.37
2024-05-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,7,90,6.09
2024-05-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,38,2.89
2024-05-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,24,2.47
2024-05-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,97,9.38
2024-05-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,32,2.52
2024-05-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,20,1.45
2024-05-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,97,6.08
2024-05-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,25,1.56
2024-05-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.26
2024-05-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,73,4.92
2024-05-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,28,1.45
2024-05-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.09
2024-05-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,87,7.13
2024-05-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,24,2.03
2024-05-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.31
2024-05-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,64,6.72
2024-05-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,25,2.42
2024-05-24,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,13,1.17
2024-05-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,70,7.91
2024-05-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,33,2.15
2024-05-25,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,19,1.85
2024-05-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,57,3.1
2024-05-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,24,2.26
2024-05-26,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,13,1.56
2024-05-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,83,6.44
2024-05-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,23,1.48
2024-05-27,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,23,1.98
2024-05-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,94,10.33
2024-05-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,18,1.31
2024-05-28,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,17,1.6
2024-05-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,54,4.42
2024-05-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,28,3.25
2024-05-29,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.07
2024-05-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,83,4.87
2024-05-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,31,1.59
2024-05-30,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.13
2024-05-31,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,79,5.88
2024-05-31,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,19,2.08
2024-05-31,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,14,1.39
2024-06-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,68,4.51
2024-06-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,19,2.27
2024-06-01,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,7,0.52
2024-06-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,107,6.18
2024-06-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,27,2.33
2024-06-02,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,14,1.68
2024-06-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,63,3.27
2024-06-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,26,2.41
2024-06-03,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,13,1.0
2024-06-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,6,68,5.5
2024-06-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,33,3.88
2024-06-04,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,0.98
2024-06-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,104,10.49
2024-06-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,30,3.35
2024-06-05,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,25,1.78
2024-06-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,71,6.4
2024-06-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,24,1.4
2024-06-06,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,8,0.53
2024-06-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,68,4.48
2024-06-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,17,1.72
2024-06-07,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,2,24,2.84
2024-06-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,55,3.42
2024-06-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,26,1.93
2024-06-08,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,9,0.6
2024-06-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,62,6.56
2024-06-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,20,1.05
2024-06-09,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,23,2.46
2024-06-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,87,9.12
2024-06-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,4,41,3.61
2024-06-10,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,20,2.26
2024-06-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,6,99,11.21
2024-06-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,27,1.53
2024-06-11,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,18,0.94
2024-06-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,61,3.85
2024-06-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,29,2.37
2024-06-12,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,15,1.45
2024-06-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,60,6.49
2024-06-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,25,2.52
2024-06-13,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,9,0.72
2024-06-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,76,5.28
2024-06-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,19,1.03
2024-06-14,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.9
2024-06-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,60,5.47
2024-06-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,20,2.32
2024-06-15,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,18,1.71
2024-06-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,4,72,6.85
2024-06-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,18,1.36
2024-06-16,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,19,1.02
2024-06-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,3,104,8.25
2024-06-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,24,2.02
2024-06-17,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,20,1.27
2024-06-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,57,2.9
2024-06-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,19,2.05
2024-06-18,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,17,1.65
2024-06-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,84,8.79
2024-06-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,24,1.79
2024-06-19,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,13,0.97
2024-06-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,1,69,5.94
2024-06-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,0,13,1.08
2024-06-20,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,16,1.45
2024-06-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,78,7.14
2024-06-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,3,38,1.92
2024-06-21,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,20,1.62
2024-06-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,0,73,8.73
2024-06-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,1,23,2.23
2024-06-22,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,0,11,0.94
2024-06-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,DE,147.95,88.11,2,83,9.85
2024-06-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,FR,151.95,88.11,2,35,3.07
2024-06-23,SKU-1025,Floor Lamp 'Cleo',Floor Lamps,Nordlys,CH,162.95,88.11,1,15,1.4
